match_id,game_identifier,scheduled,status,venue_name,venue_city,league,home_id,home_name,home_alias,home_market,away_id,away_name,away_alias,away_market,home_games_played,home_recent_points,home_recent_field_goals_pct,home_recent_three_points_pct,home_recent_free_throws_pct,home_recent_assists,home_recent_steals,home_recent_blocks,home_recent_offensive_rebounds,home_recent_defensive_rebounds,home_recent_wins,home_recent_losses,home_recent_win_pct,home_recent_ppg,home_recent_opp_ppg,home_recent_point_diff,home_recent_scoring_trend,away_games_played,away_recent_points,away_recent_field_goals_pct,away_recent_three_points_pct,away_recent_free_throws_pct,away_recent_assists,away_recent_steals,away_recent_blocks,away_recent_offensive_rebounds,away_recent_defensive_rebounds,away_recent_wins,away_recent_losses,away_recent_win_pct,away_recent_ppg,away_recent_opp_ppg,away_recent_point_diff,away_recent_scoring_trend,scoring_advantage_home,form_advantage_home,defensive_advantage_home,ball_control_advantage_home
c6769868-7e39-48f2-ad80-a6d4debb9bcd,2025-11-05_MIL@TOR,2025-11-05T00:30:00+00:00,scheduled,Scotiabank Arena,Toronto,NBA,583ecda6-fb46-11e1-82cb-f4ce4684ea4c,Toronto Raptors,TOR,,583ecefd-fb46-11e1-82cb-f4ce4684ea4c,Milwaukee Bucks,MIL,,5,114.2,45.26,33.8,70.94,29.0,10.4,3.4,14.6,32.6,2,3,0.4,114.2,114.2,0.0,stable,5,124.4,50.5,40.72,72.22,28.6,8.6,5.0,8.4,35.4,5,0,1.0,124.4,114.6,9.8,down,-10.2,-0.6,0.4,0.4
f7a8af44-e32b-45dc-9c56-22d35dec9609,2025-11-05_PHI@CHI,2025-11-05T01:00:00+00:00,scheduled,United Center,Chicago,NBA,583ec5fd-fb46-11e1-82cb-f4ce4684ea4c,Chicago Bulls,CHI,,583ec87d-fb46-11e1-82cb-f4ce4684ea4c,Philadelphia 76ers,PHI,,5,120.8,48.94,36.26,85.88,29.2,8.6,4.4,11.8,37.2,4,1,0.8,120.8,110.8,10.0,up,5,109.6,43.42,31.9,73.48,23.0,7.8,5.6,13.4,32.0,1,4,0.2,109.6,116.0,-6.4,stable,11.2,0.6,5.2,6.2
6050cc9b-faef-41e5-90dc-5db9e5f84364,2025-11-05_ORL@ATL,2025-11-05T01:00:00+00:00,scheduled,State Farm Arena,Atlanta,NBA,583ecb8f-fb46-11e1-82cb-f4ce4684ea4c,Atlanta Hawks,ATL,,583ed157-fb46-11e1-82cb-f4ce4684ea4c,Orlando Magic,ORL,,5,126.6,52.14,42.02,73.7,32.8,8.4,3.4,11.8,34.4,4,1,0.8,126.6,115.4,11.2,up,5,111.6,48.02,39.4,76.62,26.0,10.0,6.6,11.6,31.8,4,1,0.8,111.6,103.4,8.2,stable,15.0,0.0,-12.0,6.8
49fa6e55-0799-4e9d-8cae-1bd052788a5b,2025-11-05_CHA@NOP,2025-11-05T01:00:00+00:00,scheduled,Smoothie King Center,New Orleans,NBA,583ecc9a-fb46-11e1-82cb-f4ce4684ea4c,New Orleans Pelicans,NOP,,583ec97e-fb46-11e1-82cb-f4ce4684ea4c,Charlotte Hornets,CHA,,5,107.2,42.82,32.18,72.42,26.8,6.8,3.6,11.2,35.2,0,5,0.0,107.2,126.8,-19.6,up,5,98.6,42.82,30.54,71.4,23.6,6.4,3.4,10.0,33.6,0,5,0.0,98.6,120.8,-22.2,up,8.6,0.0,-6.0,3.2
a9926741-4a47-4e99-83c2-5ff1b7c67de2,2025-11-05_PHX@GSW,2025-11-05T03:00:00+00:00,scheduled,Chase Center,San Francisco,NBA,583ec825-fb46-11e1-82cb-f4ce4684ea4c,Golden State Warriors,GSW,,583ecfa8-fb46-11e1-82cb-f4ce4684ea4c,Phoenix Suns,PHX,,5,112.4,45.22,37.06,75.88,29.0,12.0,4.0,12.0,31.6,2,3,0.4,112.4,105.0,7.4,down,5,104.0,44.88,29.98,76.04,25.6,9.6,4.2,11.8,28.8,1,4,0.2,104.0,115.4,-11.4,down,8.4,0.2,10.4,3.4
46e19ba1-65ac-46cc-8af5-66012008d5e5,2025-11-05_OKC@LAC,2025-11-05T04:00:00+00:00,scheduled,Intuit Dome,Inglewood,NBA,583ecdfb-fb46-11e1-82cb-f4ce4684ea4c,LA Clippers,LAC,,583ecfff-fb46-11e1-82cb-f4ce4684ea4c,Oklahoma City Thunder,OKC,,5,123.2,53.66,43.48,82.12,28.2,8.8,2.2,10.2,33.2,5,0,1.0,123.2,111.4,11.8,up,5,124.0,48.68,37.08,77.66,25.4,9.8,3.6,10.8,33.8,4,1,0.8,124.0,113.8,10.2,down,-0.8,0.2,2.4,2.8
ebc9be5a-d2fd-4dac-b4d8-1d58e84e41cf,2025-11-06_UTA@DET,2025-11-06T00:00:00+00:00,scheduled,Little Caesars Arena,Detroit,NBA,583ec928-fb46-11e1-82cb-f4ce4684ea4c,Detroit Pistons,DET,,583ece50-fb46-11e1-82cb-f4ce4684ea4c,Utah Jazz,UTA,,5,117.4,48.04,35.88,67.24,27.8,6.4,5.6,10.4,29.6,1,4,0.2,117.4,121.4,-4.0,down,5,119.0,44.6,36.04,83.0,24.8,8.4,3.4,14.0,33.4,1,4,0.2,119.0,134.8,-15.8,up,-1.6,0.0,13.4,3.0
ab831e92-face-4ba3-ab5c-3e94e18fc4b4,2025-11-06_PHI@CLE,2025-11-06T00:00:00+00:00,scheduled,Rocket Arena,Cleveland,NBA,583ec773-fb46-11e1-82cb-f4ce4684ea4c,Cleveland Cavaliers,CLE,,583ec87d-fb46-11e1-82cb-f4ce4684ea4c,Philadelphia 76ers,PHI,,5,117.2,46.98,37.54,62.62,26.8,8.6,4.4,14.2,35.4,2,3,0.4,117.2,115.0,2.2,up,5,109.6,43.42,31.9,73.48,23.0,7.8,5.6,13.4,32.0,1,4,0.2,109.6,116.0,-6.4,stable,7.6,0.2,1.0,3.8
ba735f43-65bd-41f8-b919-6ee1983a09a2,2025-11-06_BKN@IND,2025-11-06T00:00:00+00:00,scheduled,Gainbridge Fieldhouse,Indianapolis,NBA,583ec7cd-fb46-11e1-82cb-f4ce4684ea4c,Indiana Pacers,IND,,583ec9d6-fb46-11e1-82cb-f4ce4684ea4c,Brooklyn Nets,BKN,,5,116.8,43.44,31.82,78.14,26.8,8.6,8.0,12.2,36.0,4,1,0.8,116.8,115.4,1.4,down,5,106.6,45.02,35.4,74.76,26.2,7.6,3.2,9.2,32.8,1,4,0.2,106.6,119.4,-12.8,up,10.2,0.6,4.0,0.6
64192f0a-01e3-47cd-9d7d-0752de08f029,2025-11-06_WAS@BOS,2025-11-06T00:30:00+00:00,scheduled,TD Garden,Boston,NBA,583eccfa-fb46-11e1-82cb-f4ce4684ea4c,Boston Celtics,BOS,,583ec8d4-fb46-11e1-82cb-f4ce4684ea4c,Washington Wizards,WAS,,5,108.4,44.9,35.74,74.84,27.2,8.0,5.6,13.6,35.2,4,1,0.8,108.4,96.6,11.8,up,5,99.8,42.24,30.56,75.26,24.0,5.4,4.2,10.2,32.4,1,4,0.2,99.8,117.4,-17.6,down,8.6,0.6,20.8,3.2
